Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
07-06-2013,19,26.6,22.1,82,4,0,4,315,1,NW
08-06-2013,20,27.2,22.1,84,0,4.1,3,135,0,S 
09-06-2013,19,27.6,22.1,80,1,3.3,2,270,0,SW
10-06-2013,19,27.2,21.7,87,9,6.2,3,315,0,SE
11-06-2013,19,27.3,21.8,86,8888,5.2,2,270,0,W 
12-06-2013,19,24.2,20.7,92,6,4.6,2,315,0,NW
13-06-2013,19,23.6,20.1,90,16,0,3,315,0,NW
14-06-2013,18,26.8,22.7,81,35,0,2,315,0,SW
15-06-2013,20,26.4,21.8,85,0,2.2,4,315,1,NW
16-06-2013,19,27.2,21.9,86,21,4,5,315,1,NW
17-06-2013,19,25.1,21.4,89,17,6.6,3,315,0,NW
18-06-2013,19,26.2,21.9,87,1,0.2,3,315,1,SW
19-06-2013,19,25.4,21.6,87,8888,5.8,2,270,0,NW
20-06-2013,19,25.8,21.9,82,0,3,2,315,0,NW
21-06-2013,20,26.8,22,82,0,3.7,4,270,0,W 
22-06-2013,19,27,22.5,75,8888,4.2,3,315,0,NW
23-06-2013,20,27.1,22.7,80,0,,4,315,1,NW
24-06-2013,18,27.6,22.5,77,0,4.5,3,270,0,W 
25-06-2013,18,28.5,22.2,79,0,7.7,2,315,0,NW
26-06-2013,19,27.8,22.1,82,0,7.2,3,270,0,W 
27-06-2013,18,27.6,21.6,78,0,7.4,4,315,1,W 
28-06-2013,19,27.1,21.1,84,0,7.7,3,315,0,NW
29-06-2013,18,27.1,21.3,86,8888,3.8,4,315,1,NW
30-06-2013,19,26.3,21.5,87,1,6.1,3,90,1,NE
01-07-2013,19,27.6,22.4,83,3,5.7,3,90,1,E 
02-07-2013,19,24,19.8,93,0,3,2,315,0,W 
03-07-2013,19,24.8,20.7,92,12,1,4,315,0,W 
04-07-2013,18,23.8,19.7,91,10,1.2,2,90,1,SW
05-07-2013,19,23,21.2,82,2,0.4,6,315,2,NW
06-07-2013,18,25.7,21.5,79,2,0,3,315,1,NW
07-07-2013,17,26.2,21,82,0,3,3,315,0,NW
08-07-2013,18,26.2,21.3,76,0,7.4,2,315,0,NW
09-07-2013,19,25.6,20.9,87,0,6.1,5,315,0,NW
10-07-2013,18,25.1,20.6,92,22,3,3,315,0,NW
11-07-2013,18,25.4,20.9,88,0,1.8,3,315,0,NW
12-07-2013,18,26.1,21,92,19,3.3,3,315,1,E 
13-07-2013,18,23.8,19.7,94,20,5,4,315,1,NW
14-07-2013,17,26.4,21.5,81,76,1.2,2,270,0,S 
15-07-2013,18,24.8,21,86,8888,0.4,2,315,0,S 
16-07-2013,17,26.7,21.9,80,4,2.1,3,315,0,NW
17-07-2013,18,25.8,20.6,87,0,6.6,2,315,0,W 
18-07-2013,19,25.1,20.9,88,1,3.7,3,315,0,NW
19-07-2013,18,26,21.3,83,0,1.8,2,360,0,W 
20-07-2013,18,25.6,20.8,86,0,6.1,2,315,0,W 
21-07-2013,18,24.9,20.4,94,32,1.4,3,270,0,W 
22-07-2013,19,21.2,19.3,95,26,2.6,2,180,0,S 
23-07-2013,17,25.8,22.4,80,34,0,3,90,1,S 
24-07-2013,20,26.1,21.8,91,8888,4.1,2,135,1,W 
25-07-2013,20,27.2,22.5,74,3,3,5,90,2,E 
26-07-2013,19,26.1,22,85,1,3.3,3,315,0,SW
27-07-2013,19,25.6,21.1,86,0,6.8,2,315,0,SW
28-07-2013,19,25.4,21.7,89,7,3.8,3,360,0,S 
29-07-2013,19,25.4,20.9,86,0,1,3,315,0,NW
30-07-2013,18,25.1,20.7,86,0,2.5,4,315,1,NW
31-07-2013,19,24.6,20.4,90,1,4.6,3,270,0,S 
01-08-2013,18,26,20.8,90,26,2.6,2,315,0,NW
02-08-2013,18,26.2,20.9,89,10,5.8,5,315,1,NW
03-08-2013,17,26.4,21.1,89,32,5.7,3,315,0,SW
04-08-2013,17,25.3,20.9,82,0,6.2,4,315,0,NW
05-08-2013,18,25.1,20.9,84,0,4.9,2,315,0,NW
06-08-2013,19,26.2,21.5,88,0,1.2,2,315,0,NW
07-08-2013,19,24.7,20.6,92,8888,4,2,315,0,NW
08-08-2013,18,26.7,21.5,82,11,2,4,315,1,E 
09-08-2013,17,26.2,21.3,79,0,7.4,3,315,0,NW
10-08-2013,18,27.4,21.5,79,0,7,4,315,1,W 
11-08-2013,18,27.4,21.5,79,8888,7.7,3,270,0,NW
12-08-2013,18,27.4,21.3,86,4,7.3,3,270,1,W 
13-08-2013,15,25.5,19.8,74,0,8,3,315,0,NW
14-08-2013,15,27.4,20.1,78,0,8,3,360,1,W 
15-08-2013,18,28,22.2,77,0,7.9,3,90,1,W 
16-08-2013,17,28,21.8,82,0,7.7,2,90,0,E 
17-08-2013,17,26.8,21.3,87,2,7.7,2,270,0,W 
18-08-2013,19,26,21.4,86,7,4.2,2,270,0,W 
19-08-2013,16,26.1,20.1,79,3,6,3,270,1,W 
20-08-2013,17,26,21,80,0,8,3,315,0,W 
21-08-2013,18,26.8,21.2,78,0,6.6,2,315,0,NW
22-08-2013,17,28,21.2,76,0,6.2,3,270,0,W 
23-08-2013,17,28.6,22,74,0,8,4,360,0,SE
24-08-2013,17,27.4,21.3,74,0,8,2,180,0,S 
25-08-2013,17,26.9,20.9,76,0,7.8,3,315,0,E 
26-08-2013,16,27.7,21.1,74,0,7.4,2,351,0,E 
27-08-2013,17,27.8,21.5,78,0,8,3,270,0,NW
28-08-2013,18,26.7,21.8,81,0,8,4,315,1,NW
29-08-2013,18,26.2,21.1,87,0,6.1,2,315,0,NW
30-08-2013,19,25.9,21.1,90,2,4,2,315,0,NW
31-08-2013,18,27.4,21.2,89,34,6.1,2,180,0,S 
01-09-2013,18,29.6,22.4,76,1,5.8,2,315,0,NW
02-09-2013,19,28.6,22.1,82,0,7.3,3,360,0,N 
03-09-2013,17,26.7,21.6,78,0,6.4,3,270,0,S 
04-09-2013,18,25.4,21.2,86,8888,6.2,2,315,0,NW
05-09-2013,18,26.2,20.9,85,8888,3.4,3,270,0,SW
06-09-2013,17,,,,,,0,0,0,N 
07-09-2013,17,25.8,20.6,83,0,4.2,3,315,0,NW
08-09-2013,18,26,20.9,82,1,4.2,5,360,0,SW
09-09-2013,,,,,3,6.2,,,,
10-09-2013,,,,,0,8.1,2,310,2,NW
11-09-2013,,25.7,,,0,6.5,2,310,1,NW
12-09-2013,18,,,,,9.3,1,210,0,N 
13-09-2013,18,27.2,21.6,84,0,9.3,3,330,1,N 
14-09-2013,18,27.4,21.1,86,,6.7,2,20,0,N 
15-09-2013,18,25.4,20.9,93,,5.6,2,290,0,N 
16-09-2013,18,25.1,20.7,91,6.6,4.5,3,290,1,N 
17-09-2013,18,25.2,20.5,90,7.2,2.5,2,270,0,N 
18-09-2013,18,26,21.2,90,0.5,4.5,3,270,0,N 
19-09-2013,18,25,21.1,91,7.3,3.2,7,330,1,N 
20-09-2013,18,25.4,20.6,91,12.9,4.8,3,320,1,N 
21-09-2013,19,26.6,21.9,87,2.4,4.4,3,340,1,W 
22-09-2013,18,26,21.5,82,5.2,6.8,2,310,0,N 
23-09-2013,17,26.4,21.4,79,0,,3,290,0,N 
24-09-2013,18,,22.4,80,,6.9,2,80,1,N 
25-09-2013,17,28.1,22.3,80,,8.4,2,270,0,N 
26-09-2013,18,,21.9,76,0,8.9,2,320,0,N 
27-09-2013,18,,21.7,85,2.4,7.8,2,280,1,N 
28-09-2013,18,26,21.6,86,1.5,6.2,3,300,1,N 
29-09-2013,18,27,21.3,84,0,3.8,3,260,1,S 
30-09-2013,17,27,20.6,87,19.1,8.9,1,35,0,N 
01-10-2013,18,26.4,21.1,82,0.5,,3,320,0,N 
02-10-2013,18,26.9,21.6,90,2.6,4.2,4,320,1,N 
03-10-2013,17,26.4,20.7,87,15.7,5.3,3,320,0,N 
04-10-2013,17,,21,80,14.7,7.1,3,300,1,N 
05-10-2013,18,,21.8,81,0,,2,150,0,N 
06-10-2013,18,,22,81,0.5,7.4,3,315,1,N 
07-10-2013,18,,20.8,86,4.2,8.3,2,20,1,N 
08-10-2013,18,26.7,,,1.7,5.6,2,290,0,N 
09-10-2013,18,27.2,21.3,80,4.5,6.2,2,280,1,N 
10-10-2013,18,27.4,22.2,80,,7.8,3,340,1,N 
11-10-2013,17,27.6,21.5,82,,9.6,2,340,1,N 
12-10-2013,18,26.7,22,84,9.5,8,3,330,1,N 
13-10-2013,20,24.2,20.3,92,0.6,7,3,360,0,N 
14-10-2013,19,26.8,20.9,83,39,1,2,320,1,N 
15-10-2013,18,26.6,21.3,80,,,2,120,0,N 
16-10-2013,18,28.2,22.2,75,8888,7.8,4,50,1,N 
17-10-2013,17,28.2,,,,9.1,5,70,2,N 
18-10-2013,18,27.8,23.1,74,,,3,70,1,N 
19-10-2013,19,26.7,21.9,88,5.6,9.2,2,320,1,N 
20-10-2013,19,,21.5,90,32.7,4.8,2,300,0,N 
21-10-2013,,,,,,,,,,
22-10-2013,18,,21.4,85,0.9,4.7,2,270,0,N 
23-10-2013,18,26.8,,,11.3,2.8,3,330,0,N 
24-10-2013,18,25.5,20.9,88,5.6,5.2,2,300,0,N 
25-10-2013,19,27.7,22.3,82,1.3,4.6,3,340,1,N 
26-10-2013,18,28.4,21.7,86,,7.3,3,320,1,N 
27-10-2013,19,26.4,21.7,91,,,2,280,1,N 
28-10-2013,18,26.6,20.8,91,7,6.2,2,310,0,N 
29-10-2013,18,27,,,32.1,2,2,50,0,N 
30-10-2013,18,27,21.6,86,4.1,5.8,3,260,1,N 
31-10-2013,18,25,21,90,4.5,6.2,2,10,0,N 
01-11-2013,19,26.2,21.3,88,0.5,2.1,3,330,1,N 
02-11-2013,17,27.4,21.8,77,0.5,,3,310,1,N 
03-11-2013,18,27.3,21.7,84,,8.4,2,120,1,N 
04-11-2013,18,26.8,21.4,90,36.7,6.1,3,270,1,N 
05-11-2013,18,26.4,21.6,91,25,3.2,3,330,0,N 
06-11-2013,19,26,21.9,89,3.4,3.5,3,290,1,N 
07-11-2013,19,26.8,21.3,90,0,5.2,2,320,0,N 
08-11-2013,18,24.6,,,4,6.5,3,80,1,E 
09-11-2013,18,27.2,23.2,75,8,3.6,3,40,1,N 
10-11-2013,20,26.8,22.3,88,,1.5,3,320,0,N 
11-11-2013,19,26.3,21.5,89,19,3.1,3,310,0,N 
12-11-2013,19,26.2,21.1,88,2,3.1,3,320,0,N 
13-11-2013,19,,19.8,91,14.2,2.9,3,190,1,N 
14-11-2013,18,25.6,,,45.6,1.5,3,290,0,N 
15-11-2013,,25.6,21.4,89,32,2.7,2,330,1,N 
16-11-2013,18,25.5,,,17.6,3.3,2,340,0,N 
17-11-2013,,,,,2,1.1,2,290,0,N 
18-11-2013,19,26.2,21.5,79,44.5,0.5,5,300,1,SE
19-11-2013,17,27,20.6,72,0.6,5.8,3,240,1,N 
20-11-2013,17,25,21.4,65,,,3,280,1,W 
21-11-2013,17,27,21.1,75,,7.4,3,270,1,N 
22-11-2013,16,27.8,21.2,76,,9.7,2,300,0,N 
23-11-2013,18,27.2,22,75,,8.8,1,280,0,N 
24-11-2013,,26.6,22.3,85,0,9.8,3,330,1,N 
25-11-2013,20,25.6,21.5,88,0.5,6.2,2,330,0,N 
26-11-2013,19,26.5,19.9,90,1.6,2.9,3,280,1,N 
27-11-2013,17,,22.5,80,1.3,0,3,320,1,N 
28-11-2013,,,,,,,,,,
29-11-2013,19,27.3,22.3,83,,7.2,3,290,1,N 
30-11-2013,18,27.2,22.3,76,,3.7,3,290,1,N 
01-12-2013,19,27.2,21.7,87,,,2,280,0,N 
02-12-2013,19,25.2,21.6,91,10.3,2.7,1,340,0,N 
03-12-2013,20,,22,86,2.1,0.3,2,320,0,N 
04-12-2013,19,25.6,,,0.1,1.5,2,330,0,N 
05-12-2013,,27,24.6,78,,,3,300,1,N 
06-12-2013,20,25.8,21.3,90,22.2,,3,300,0,N 
07-12-2013,19,,22.1,88,40.6,2,3,320,0,N 
08-12-2013,,25.6,21.2,90,4.5,,2,280,0,N 
09-12-2013,19,25.8,21.3,89,3.5,0.8,3,30,0,N 
10-12-2013,18,,20.7,92,16.8,3.1,2,290,0,N 
11-12-2013,18,24.6,20.6,96,56,3.1,2,300,0,N 
12-12-2013,19,24.8,20.9,92,25.3,2.1,3,300,0,N 
13-12-2013,19,24.8,20.5,93,5.9,1.5,2,320,1,N 
14-12-2013,19,27,21.3,89,,,3,20,0,N 
15-12-2013,19,26.4,,,22.6,4.3,3,330,0,N 
16-12-2013,19,,21.3,90,5.2,2.8,2,320,1,N 
17-12-2013,19,26.2,,,25,2.7,2,300,0,N 
18-12-2013,19,24.8,20.9,88,,1.5,2,330,0,N 
19-12-2013,,,20.6,88,114.2,0.7,2,90,0,N 
20-12-2013,18,23.8,21,84,8.5,0.7,3,210,1,N 
21-12-2013,19,26,21.3,87,11.4,,3,280,1,N 
22-12-2013,20,21,19.3,98,1.2,4.1,3,330,1,N 
23-12-2013,19,23,19.7,96,55.4,0,3,240,1,N 
24-12-2013,18,25.6,21,88,5.3,0,4,320,1,N 
25-12-2013,18,25.1,20.6,93,27.5,3.7,2,290,1,N 
26-12-2013,19,27.4,21.9,82,9,2.9,3,250,1,N 
27-12-2013,,27,21.7,83,,6.8,2,290,0,N 
28-12-2013,18,26.6,21.5,75,,5.2,3,290,1,N 
29-12-2013,17,25.6,20.3,77,0,,2,280,0,N 
30-12-2013,,,19.8,95,,,10,0,1,N 
31-12-2013,18,22.2,19.9,93,29,0,2,320,1,N 
01-01-2014,19,24.2,20.7,92,6,0,2,340,0,N 
02-01-2014,19,25.4,20.9,92,2.2,0,2,300,0,N 
03-01-2014,18,27.8,22.1,83,21.6,5,2,300,1,N 
04-01-2014,,,21.5,85,,,2,300,1,N 
05-01-2014,,26.9,,,5,1.3,2,270,1,W 
06-01-2014,,26.4,22.2,79,1.6,,3,60,1,N 
07-01-2014,19,28.4,21.2,86,,2.5,2,280,0,N 
08-01-2014,19,23.6,20.1,92,1.2,2.7,2,20,1,N 
09-01-2014,18,,22.3,78,6,0.1,3,300,1,N 
10-01-2014,18,27.4,21.2,87,,6.5,2,330,1,N 
11-01-2014,18,25,20.7,92,23.9,5.5,4,340,1,N 
12-01-2014,19,21,19.5,98,64.6,,3,270,1,N 
13-01-2014,19,21.6,19.9,97,132.5,,1,290,0,N 
14-01-2014,18,24.6,20.4,94,13.4,0,3,340,1,N 
15-01-2014,19,24,20.1,91,37.3,3,2,240,1,N 
16-01-2014,19,20,19.3,98,13.9,,2,300,0,N 
17-01-2014,,,,,,,,,,
18-01-2014,19,,19,100,140.6,0,5,310,1,W 
19-01-2014,19,20,,,74.8,0,4,310,1,N 
20-01-2014,18,,19.1,100,16.5,0,4,320,1,NW
21-01-2014,18,19.5,19.3,100,78.9,,3,300,1,NW
22-01-2014,17,20.4,18.3,99,78.3,0,4,310,1,N 
23-01-2014,17,20,18.4,100,48.8,0,5,330,2,NW
24-01-2014,18,,18.9,100,54.6,0,3,300,1,N 
25-01-2014,17,22.6,19.8,95,25,0,3,210,1,N 
26-01-2014,,24.5,20.3,92,1.6,3.2,2,360,1,N 
27-01-2014,17,25.4,19.2,96,17.3,2.5,4,320,0,N 
28-01-2014,,,,,,,,,,
29-01-2014,18,,18.6,100,52.3,,2,320,1,NW
30-01-2014,18,,19.1,100,192.8,0,2,290,0,N 
31-01-2014,,22.4,18.9,100,23.3,,2,310,0,N 
01-02-2014,19,23,20.3,96,4.7,0,3,260,1,W 
02-02-2014,18,21.2,19.1,100,32.6,1.1,4,330,0,N 
03-02-2014,18,20,19.4,100,34.2,0,3,300,0,N 
04-02-2014,20,22,19.8,99,78.7,0,2,260,0,N 
05-02-2014,18,24.2,20.3,98,26.3,0,2,320,0,N 
06-02-2014,19,24.4,20.4,95,11.6,1.2,3,340,0,N 
07-02-2014,19,21.4,20.5,96,25.5,3.3,3,330,0,N 
08-02-2014,19,23.1,20.5,94,18.1,,1,120,0,N 
09-02-2014,19,21.2,19.6,98,42.3,0,3,340,1,N 
10-02-2014,19,23.2,20.5,94,33.2,0,2,320,0,N 
11-02-2014,19,24,21.7,90,2.5,0.1,2,310,0,N 
12-02-2014,19,25.4,21.5,90,0.1,3.2,3,330,1,N 
13-02-2014,19,26.8,22,87,,2.3,3,320,1,N 
14-02-2014,19,25,21.4,89,0,,3,350,1,N 
15-02-2014,19,23.6,20.7,92,0,3.5,2,330,0,N 
16-02-2014,19,,20.5,88,0.5,0.2,3,330,1,N 
17-02-2014,17,26.2,21.4,85,21.6,1.9,3,300,0,N 
18-02-2014,19,,,,1.2,4.1,3,310,0,N 
19-02-2014,19,21,21,,0.1,0,3,330,1,N 
20-02-2014,17,26.4,21.3,81,12.8,4.3,3,320,1,N 
21-02-2014,19,26.6,19.8,94,0.5,7,3,310,1,N 
22-02-2014,19,19.7,19.2,98,23.4,0,2,350,1,N 
23-02-2014,18,21.6,19.4,95,95.7,0,3,320,0,N 
24-02-2014,18,21.1,18.8,97,35.9,0.1,2,300,0,N 
25-02-2014,18,20.4,19.3,97,71.1,0,3,330,1,N 
26-02-2014,18,21.8,19.7,96,33.4,0,1,270,0,N 
27-02-2014,18,22.3,19.8,95,7.1,0,3,330,0,N 
28-02-2014,18,23.8,20.7,93,10.7,0,3,330,0,N 
01-03-2014,17,26.8,20.4,91,0.3,0,5,170,0,N 
02-03-2014,18,25,20.7,89,11.2,1.5,3,320,1,N 
03-03-2014,18,,20.9,88,29.4,3.5,3,330,1,N 
04-03-2014,17,28.6,21.7,76,8888,5.4,3,310,1,N 
05-03-2014,18,25,20.5,93,1.3,8.2,2,310,0,N 
06-03-2014,19,27,21.7,84,16.5,1.3,3,310,1,N 
07-03-2014,18,26,20.9,91,14.6,6.5,4,320,1,N 
08-03-2014,20,24.9,21.3,96,6,1.6,2,290,0,N 
09-03-2014,19,24.6,21.2,92,3.2,,3,310,1,N 
10-03-2014,19,23,19.9,94,16,0.9,2,330,0,N 
11-03-2014,19,22.8,20.4,95,8888,0,3,320,1,N 
12-03-2014,18,24.1,,,,0,2,340,0,N 
13-03-2014,18,25.2,,,6.1,0,2,320,0,N 
14-03-2014,19,,21.4,91,52.5,,4,320,1,N 
15-03-2014,19,26.6,21.3,88,0,2.4,2,170,0,N 
16-03-2014,19,26.2,21.6,89,,,4,330,1,N 
17-03-2014,20,26.4,21.4,89,0,2.2,4,330,0,N 
18-03-2014,19,24.6,,,21.5,1.3,2,320,0,N 
19-03-2014,18,24.8,20.8,90,18.9,2.6,2,300,0,N 
20-03-2014,18,26.4,21,86,4.6,3.1,2,330,0,N 
21-03-2014,18,26.2,21.7,82,1.8,2.3,3,320,0,N 
22-03-2014,18,26.2,22,86,1.6,,2,350,0,N 
23-03-2014,20,,21.2,92,0,1.5,3,320,0,N 
24-03-2014,19,24.2,21.2,95,0.1,0.3,2,320,0,N 
25-03-2014,19,24,20.7,95,8.5,1.4,2,355,0,N 
26-03-2014,19,22.2,21.3,92,3.7,1,2,330,0,N 
27-03-2014,19,25.7,21.2,89,8888,1,3,320,0,N 
28-03-2014,19,26.4,21.9,89,46.9,2.8,2,310,1,N 
29-03-2014,,,,,,,,,,
30-03-2014,19,26.5,22.6,88,2,4,2,30,0,N 
31-03-2014,,26,22,90,,3.5,3,320,0,N 
01-04-2014,18,28.2,22,79,7.2,3.8,3,80,1,N 
02-04-2014,19,26.6,21.1,88,0.3,6.9,2,290,0,N 
03-04-2014,19,28.2,22.3,84,3,4.5,2,330,0,N 
04-04-2014,20,26.6,21.6,90,3,7,2,250,0,N 
05-04-2014,18,26.8,21.5,90,4,3.7,2,340,0,N 
06-04-2014,19,23.8,20.3,96,30.3,4.2,2,290,0,N 
07-04-2014,18,27.4,22.3,82,99.2,1,3,320,0,N 
08-04-2014,19,28.8,22.6,82,0,6.3,2,250,0,N 
09-04-2014,19,27.6,22.3,81,0,5.8,2,270,0,W 
10-04-2014,18,25.2,21.4,92,26.8,4.3,3,290,0,N 
11-04-2014,18,25,21,88,1.8,2.2,3,330,0,N 
12-04-2014,18,26.6,21.9,87,7.8,1.6,2,250,0,N 
13-04-2014,18,25.8,21.1,86,0,3,4,290,0,N 
14-04-2014,19,26.8,21.7,86,23,2.4,5,310,1,N 
15-04-2014,18,27,21,87,37.1,4.2,4,330,0,N 
16-04-2014,18,26,21.5,87,1.8,4.5,2,340,0,N 
17-04-2014,18,28,21.7,84,80,3.3,2,280,0,N 
18-04-2014,18,26.2,20.8,91,2.4,6.8,1,140,0,N 
19-04-2014,19,26.2,21.7,88,18.5,4.2,2,90,0,N 
20-04-2014,18,27.5,21.9,84,0,2.8,2,270,0,N 
21-04-2014,19,26.2,22.4,88,0.1,4.6,2,320,0,N 
22-04-2014,18,27.6,23.2,77,2.2,4,3,300,0,N 
23-04-2014,19,28.6,22.9,82,8888,5.9,3,310,1,N 
24-04-2014,19,28,23.2,78,1.7,7.7,3,280,1,N 
25-04-2014,20,27.4,22.7,86,0,8.5,2,290,0,N 
26-04-2014,19,26.4,21.5,89,34.4,5.5,1,180,0,N 
27-04-2014,20,24.4,21,92,3.6,3.5,2,340,0,N 
28-04-2014,18,26.2,21.7,88,4.8,2.7,2,290,0,N 
29-04-2014,19,25.4,21.9,90,1.9,4.6,2,290,0,N 
30-04-2014,19,26.4,21.6,88,8.9,3,2,240,0,N 
01-05-2014,18,25.2,21.2,89,0.5,4.5,2,330,0,N 
02-05-2014,19,26.6,22.1,89,0.7,2.6,3,280,0,N 
03-05-2014,19,28.7,22.2,83,3.8,4.6,3,50,0,N 
04-05-2014,19,28.8,22.8,83,8888,6.3,2,20,1,N 
05-05-2014,19,27.4,22.8,84,8888,4.8,3,90,0,N 
06-05-2014,20,28.2,23.2,86,8888,6.4,3,330,1,N 
07-05-2014,20,27.2,22.3,88,8888,6.5,2,300,0,N 
08-05-2014,19,26.8,22,90,8888,5.8,2,290,1,N 
09-05-2014,19,27.6,22.9,89,21.4,5,3,320,1,N 
10-05-2014,19,26.5,22.4,92,0.7,5.2,3,300,1,N 
11-05-2014,20,25.6,21.4,92,0,2.5,2,290,0,N 
12-05-2014,19,25.6,21.4,90,19.8,1.5,3,270,1,N 
13-05-2014,18,27.8,22.4,82,0.3,3.7,3,340,1,N 
14-05-2014,19,26.8,22,89,1,7.2,2,330,0,N 
15-05-2014,19,26.8,21.2,90,6.9,5.1,2,10,0,N 
16-05-2014,19,26,21.4,89,52.4,4.6,3,320,0,N 
17-05-2014,19,25.2,21.2,92,18.7,4.2,2,280,1,N 
18-05-2014,19,26.4,21.6,90,0.5,2.4,2,300,1,N 
19-05-2014,19,25.8,20.8,87,0.9,3.4,4,310,1,N 
20-05-2014,18,26,21.4,90,14,2.7,3,280,0,N 
21-05-2014,18,26.1,22.2,84,19.6,3.3,2,270,0,N 
22-05-2014,18,25.9,21.3,91,1.7,5.2,2,300,0,N 
23-05-2014,18,26.2,21.5,87,43.7,2.4,2,320,0,N 
24-05-2014,19,26.2,21.7,86,8,3.4,2,250,0,N 
25-05-2014,19,27.4,22.4,85,0,4,2,320,0,N 
26-05-2014,19,27.2,21.7,92,1.8,4.4,1,300,0,N 
27-05-2014,17,27,22.6,91,0.7,1,2,300,0,N 
28-05-2014,20,25.4,22.3,92,1.9,4,4,70,1,N 
29-05-2014,19,28.5,24,69,0,0.7,4,70,1,N 
30-05-2014,17,27.4,21.8,87,0,7.4,2,280,0,N 
31-05-2014,19,25.4,21,91,0.9,3.4,2,270,0,N 
01-06-2014,18,27.2,21.8,83,9.7,0.9,3,310,0,N 
02-06-2014,19,26.6,21.5,85,0,3.2,2,330,1,N 
03-06-2014,18,27,21.5,78,0,1,3,40,1,N 
04-06-2014,18,26.8,22.3,85,0,4.5,2,290,0,N 
05-06-2014,19,25,21.9,91,6.1,3.3,2,320,0,N 
06-06-2014,19,25.4,21.5,89,0.9,0.2,2,320,0,N 
07-06-2014,19,27.8,22.3,86,0,0.9,3,210,1,N 
08-06-2014,19,28.8,22.6,85,0,4.9,3,360,0,N 
09-06-2014,19,28.6,22.8,82,0,5.6,2,30,0,N 
10-06-2014,19,26.2,21.8,88,0,6,3,340,0,N 
11-06-2014,20,28,23.1,87,0.4,0.6,2,290,1,N 
12-06-2014,19,27.4,22.6,88,0,4.5,2,350,1,N 
13-06-2014,20,26.2,21.2,93,0.2,3.7,1,300,0,N 
14-06-2014,19,27,21.7,90,84.6,0,3,210,1,N 
15-06-2014,18,24.6,21,89,11.6,2.6,3,350,1,N 
16-06-2014,19,26.8,22.2,84,10.3,0.5,3,290,1,N 
17-06-2014,20,26.2,22.4,89,30.2,2.9,3,320,0,N 
18-06-2014,19,26.4,21.9,86,2.7,3.2,3,320,1,NW
19-06-2014,18,24.6,21.2,90,9.6,4.8,2,330,0,N 
20-06-2014,19,27.8,22.9,82,0,0.1,2,300,1,N 
21-06-2014,19,27.5,21.7,87,0.5,6.3,2,330,1,N 
22-06-2014,19,27.4,22,86,10.2,3,3,330,0,N 
23-06-2014,19,27,22.3,86,4.7,5.9,3,330,1,N 
24-06-2014,19,27.4,22.5,83,0,4,2,130,0,N 
25-06-2014,19,26.3,21.6,91,0,2.1,2,330,0,N 
26-06-2014,19,24.4,21.3,92,16.4,0.3,2,320,0,N 
27-06-2014,18,24.3,20.6,92,1,0.4,2,330,1,N 
28-06-2014,18,24.8,21.1,87,0,0,2,280,0,N 
29-06-2014,18,25.6,21.7,84,0,1.1,2,290,0,N 
30-06-2014,18,27.8,21.6,77,0,2.7,2,310,0,N 
01-07-2014,17,26.3,21.2,79,0,3.4,2,300,0,N 
02-07-2014,18,24.6,20.6,88,0,7,1,320,0,N 
03-07-2014,17,26.8,21.5,79,1.2,0.8,3,330,1,N 
04-07-2014,17,27,22,81,0,5.1,2,340,0,N 
05-07-2014,19,25.5,21.6,90,0,5.2,2,190,0,N 
06-07-2014,19,25.2,21.4,92,34.5,1.6,2,320,0,N 
07-07-2014,18,24.3,20.7,90,1.5,1.3,1,350,0,N 
08-07-2014,19,23.6,21,90,0.6,1.4,2,320,0,N 
09-07-2014,19,25.8,21.7,88,17.5,0,3,320,0,N 
10-07-2014,19,26,22,89,2.6,2.4,3,340,0,N 
11-07-2014,18,25.2,20.8,93,7.2,3.5,2,310,0,N 
12-07-2014,18,24.2,20.6,94,6.5,3.6,3,110,0,N 
13-07-2014,19,21.3,19.2,97,54.7,1.2,4,210,1,N 
14-07-2014,18,27,23.3,63,23.6,0,3,330,1,SE
15-07-2014,18,27.3,22.2,77,0,9.3,3,310,1,N 
16-07-2014,17,26.8,21.5,82,0,8.5,2,340,1,N 
17-07-2014,19,27.2,21.9,78,0,6.8,3,270,1,N 
18-07-2014,17,28,21.6,85,0,6.9,3,270,1,N 
19-07-2014,18,26,21.6,84,0,7.4,3,210,1,N 
20-07-2014,18,25.8,20.7,92,70.5,5.4,3,300,1,N 
21-07-2014,18,26,20.9,90,54.5,5.5,2,300,0,N 
22-07-2014,18,27.2,22.2,86,0.6,5.4,3,330,1,N 
23-07-2014,19,25.4,20.9,88,0.8,7.3,2,330,0,N 
24-07-2014,18,26.4,21.6,79,0.4,1.2,2,320,0,N 
25-07-2014,18,26.4,21.5,84,0,5,3,330,0,N 
26-07-2014,18,24.6,19.7,94,0.1,2.3,2,300,0,N 
27-07-2014,18,25.3,20.5,92,66.4,2.1,2,20,0,N 
28-07-2014,18,26.8,20.9,84,0.8,1.1,3,320,0,N 
29-07-2014,18,28,21.7,85,0,8,3,170,0,N 
30-07-2014,18,26.8,21.4,85,0.1,6.9,2,310,1,N 
31-07-2014,18,25.5,21.2,80,0,6.6,3,330,1,N 
01-08-2014,18,26.8,21.4,81,0,4.2,2,310,0,N 
